Level,Date and Time,Source,Event ID,Task Category
Information,9/9/2021 9:41:28 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{DD17F254-FFAB-4C44-A598-E65A6CE0F658}
	Rule Name:	Microsoft Edge
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/9/2021 9:41:28 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{F31A188C-08D2-4520-A7E0-A3ED7B71094E}
	Rule Name:	Microsoft Edge
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/9/2021 9:41:28 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{8883965C-BABE-44A3-9102-2CD8760DD57F}
	Rule Name:	Microsoft Edge
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/9/2021 9:41:28 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{D1A361A3-1BF1-417F-AD3E-7E84CCC0AFED}
	Rule Name:	Microsoft Edge
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/9/2021 9:41:27 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{23725F0A-C93F-4A70-9793-41ACA945912F}
	Rule Name:	Microsoft Edge (mDNS-In)
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
	Service Name:	
	Protocol:	UDP
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{03F154C2-8C65-485E-B105-D7459B280157}\EDGEMITMP_0541C.tmp\setup.exe"
Information,9/9/2021 9:41:27 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{77207D42-02DD-4C95-93E9-D86287DBA4FD}
	Rule Name:	8f939eab-34d0-43e7-b42f-7e74c01f23c9
	Modifying User:	SYSTEM
	Modifying Application:	C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{03F154C2-8C65-485E-B105-D7459B280157}\EDGEMITMP_0541C.tmp\setup.exe"
Information,9/9/2021 9:41:27 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2005,None,"A rule has been modified in the Windows Defender Firewall exception list.

Modified Rule:
	Rule ID:	{77207D42-02DD-4C95-93E9-D86287DBA4FD}
	Rule Name:	8f939eab-34d0-43e7-b42f-7e74c01f23c9
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
	Service Name:	
	Protocol:	UDP
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{03F154C2-8C65-485E-B105-D7459B280157}\EDGEMITMP_0541C.tmp\setup.exe"
Information,9/9/2021 9:34:32 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Private
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,9/9/2021 9:34:32 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{444b9b0e-3de4-4d79-b24d-8ce2374e5ede}
Adapter Name:	ethernet_32769
Old Profile:	None
New Profile:	Private"
Information,9/9/2021 9:26:29 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Private
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,9/9/2021 9:26:29 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{444b9b0e-3de4-4d79-b24d-8ce2374e5ede}
Adapter Name:	ethernet_32769
Old Profile:	Public
New Profile:	Private"
Information,9/9/2021 9:26:14 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{444b9b0e-3de4-4d79-b24d-8ce2374e5ede}
Adapter Name:	ethernet_32769
Old Profile:	None
New Profile:	Public"
Information,9/9/2021 7:20:59 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Private
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,9/9/2021 7:20:59 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{444b9b0e-3de4-4d79-b24d-8ce2374e5ede}
Adapter Name:	ethernet_32769
Old Profile:	Public
New Profile:	Private"
Information,9/9/2021 7:20:46 AM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{444b9b0e-3de4-4d79-b24d-8ce2374e5ede}
Adapter Name:	ethernet_32769
Old Profile:	None
New Profile:	Public"
Information,9/8/2021 7:53:48 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Private
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,9/8/2021 7:53:48 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{444b9b0e-3de4-4d79-b24d-8ce2374e5ede}
Adapter Name:	ethernet_32769
Old Profile:	None
New Profile:	Private"
Information,9/8/2021 7:43:25 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Private
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,9/8/2021 7:43:25 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{444b9b0e-3de4-4d79-b24d-8ce2374e5ede}
Adapter Name:	ethernet_32769
Old Profile:	None
New Profile:	Private"
Information,9/8/2021 7:35:38 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Private
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,9/8/2021 7:35:38 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{444b9b0e-3de4-4d79-b24d-8ce2374e5ede}
Adapter Name:	ethernet_32769
Old Profile:	Public
New Profile:	Private"
Information,9/8/2021 7:35:38 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2002,None,"A Windows Defender Firewall setting has changed.

New Setting:
	Type:	Current Profile
	Value:	Public
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	"
Information,9/8/2021 7:35:38 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2010,None,"Network profile changed on an interface.

Adapter GUID:	{444b9b0e-3de4-4d79-b24d-8ce2374e5ede}
Adapter Name:	ethernet_32769
Old Profile:	Private
New Profile:	Public"
Information,9/8/2021 7:29:03 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{7513D50E-4A6A-4ABE-8306-2B9BF0828982}
	Rule Name:	WinDefend Outbound for TCP
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2108.7-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	TCP
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2001.10-0\MsMpEng.exe"
Information,9/8/2021 7:29:03 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{9B671487-1EAC-444D-B2AF-0EB9F4975445}
	Rule Name:	WinDefend Outbound for TCP
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2001.10-0\MsMpEng.exe"
Information,9/8/2021 7:29:03 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	0af902a0-7dc1-4c4c-bd13-6f5889923766
	Rule Name:	Outbound service restriction rule for WinDefend
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2108.7-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2001.10-0\MsMpEng.exe"
Information,9/8/2021 7:29:03 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	9c9930a0-c4a0-4e5f-be53-a924504cf1d0
	Rule Name:	Inbound service restriction rule for WinDefend
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2108.7-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2001.10-0\MsMpEng.exe"
Information,9/8/2021 7:29:03 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	44521526-2bc6-4913-94ce-32d28c49727f
	Rule Name:	Outbound service restriction rule for WinDefend
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2001.10-0\MsMpEng.exe"
Information,9/8/2021 7:29:03 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	edda9661-0e7b-4eff-be9a-a562bc71419c
	Rule Name:	Inbound service restriction rule for WinDefend
	Modifying User:	SYSTEM
	Modifying Application:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2001.10-0\MsMpEng.exe"
Information,9/8/2021 7:28:50 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{9B671487-1EAC-444D-B2AF-0EB9F4975445}
	Rule Name:	WinDefend Outbound for TCP
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2001.10-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	TCP
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\Program Files\Windows Defender\MsMpEng.exe"
Information,9/8/2021 7:28:50 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{012B991F-739E-4EF0-9A6D-B6B10DC6EC14}
	Rule Name:	WinDefend Outbound for TCP
	Modifying User:	SYSTEM
	Modifying Application:	C:\Program Files\Windows Defender\MsMpEng.exe"
Information,9/8/2021 7:28:50 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	44521526-2bc6-4913-94ce-32d28c49727f
	Rule Name:	Outbound service restriction rule for WinDefend
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2001.10-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\Program Files\Windows Defender\MsMpEng.exe"
Information,9/8/2021 7:28:50 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	edda9661-0e7b-4eff-be9a-a562bc71419c
	Rule Name:	Inbound service restriction rule for WinDefend
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2001.10-0\MsMpEng.exe
	Service Name:	WinDefend
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	SYSTEM
	Modifying Application:	C:\Program Files\Windows Defender\MsMpEng.exe"
Information,9/8/2021 7:28:50 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	63b38396-ac20-4050-afb5-56f42b15e4d8
	Rule Name:	Outbound service restriction rule for WinDefend
	Modifying User:	SYSTEM
	Modifying Application:	C:\Program Files\Windows Defender\MsMpEng.exe"
Information,9/8/2021 7:28:50 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	9011ec56-f867-446e-8cf2-9449212dee36
	Rule Name:	Inbound service restriction rule for WinDefend
	Modifying User:	SYSTEM
	Modifying Application:	C:\Program Files\Windows Defender\MsMpEng.exe"
Information,9/8/2021 7:22:35 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{C180A2CC-5DCF-4A55-AC9C-F4995E169FFC}
	Rule Name:	@{Microsoft.BingWeather_4.25.20211.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:35 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{8CC09D7A-6412-4088-B1C2-EF9EDC43BEDD}
	Rule Name:	@{Microsoft.BingWeather_4.25.20211.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:35 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{170F3BDC-DA52-47C3-9E7A-ADD7DB9EA54A}
	Rule Name:	@{Microsoft.BingWeather_4.25.20211.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:35 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{4DA8C575-788C-45FC-B35C-B34668997B60}
	Rule Name:	@{Microsoft.BingWeather_4.25.20211.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding}
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:34 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{5CA30B64-BAD2-48A9-A680-65B1BAFA47B0}
	Rule Name:	@{Microsoft.GetHelp_10.1706.13331.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.GetHelp/Resources/appDisplayName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:34 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{4F3C2409-C350-447C-B1C5-50B061A4EC62}
	Rule Name:	@{Microsoft.GetHelp_10.1706.13331.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.GetHelp/Resources/appDisplayName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:34 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{10F10EC7-A2D0-4411-AB4C-EE0BF0033F1D}
	Rule Name:	@{Microsoft.GetHelp_10.1706.13331.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.GetHelp/Resources/appDisplayName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:34 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{59F69A64-8957-4131-98D9-10BF18954362}
	Rule Name:	@{Microsoft.GetHelp_10.1706.13331.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.GetHelp/Resources/appDisplayName}
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:33 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{21EBE3B4-6B83-4DFB-98A9-CC9E749AEDCA}
	Rule Name:	@{Microsoft.Getstarted_8.2.22942.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Getstarted/Resources/AppStoreName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:33 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{76D4105D-D14B-4E8F-85E3-458BE3D923CA}
	Rule Name:	@{Microsoft.Getstarted_8.2.22942.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Getstarted/Resources/AppStoreName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:33 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{2478E948-ACB7-440C-BF2A-24EC16DB15C8}
	Rule Name:	@{Microsoft.Getstarted_8.2.22942.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Getstarted/Resources/AppStoreName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:33 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{85E8CEF1-0B86-470E-A80E-C692FD9E8F87}
	Rule Name:	@{Microsoft.Getstarted_8.2.22942.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Getstarted/Resources/AppStoreName}
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:33 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{48810991-00C8-417D-8F87-E5C59C7BB1C2}
	Rule Name:	@{Microsoft.HEIFImageExtension_1.0.22742.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.HEIFImageExtension/Resources/AppStoreName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:33 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{07B7E73C-514F-4460-B0B0-F0D8D266CC5D}
	Rule Name:	@{Microsoft.HEIFImageExtension_1.0.22742.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.HEIFImageExtension/Resources/AppStoreName}
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:32 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{7EBD2C86-FADF-4389-87E5-78BC03B6DB26}
	Rule Name:	@{Microsoft.Microsoft3DViewer_6.1908.2042.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Microsoft3DViewer/Common.View.UWP/Resources/StoreAppName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:32 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{C84B8E5C-9940-40AB-BF2C-44DF956AFB79}
	Rule Name:	@{Microsoft.Microsoft3DViewer_6.1908.2042.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Microsoft3DViewer/Common.View.UWP/Resources/StoreAppName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:32 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{90106499-A9C0-462C-9918-E7717D318C36}
	Rule Name:	@{Microsoft.Microsoft3DViewer_6.1908.2042.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Microsoft3DViewer/Common.View.UWP/Resources/StoreAppName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,9/8/2021 7:22:32 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{75CA2428-6089-481D-AAE8-2DB3B0F390B9}
	Rule Name:	@{Microsoft.Microsoft3DViewer_6.1908.2042.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Microsoft3DViewer/Common.View.UWP/Resources/StoreAppName}
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
